contrato;cantidad
ALUA;6,568485
BBAR;1,753249
BMA;3,052793
BYMA;22,551802
CEPU;11,770735
COME;26,685001
CRES;3,093430
EDN;3,522458
GGAL;10,210846
IRSA;2,582794
LOMA;2,389144
METR;1,460879
PAMP;8,746185
SUPV;2,319751
TGNO4;0,751821
TGSU2;2,883642
TRAN;1,801333
TXAR;13,478220
VALO;7,165702
YPFD;1,632934
