"contrato";"cantidad"
"ALUA";43,55994
"APBR";16,684338
"BMA";16,180676
"BYMA";4,098787
"CEPU";81,395177
"COME";80,115764
"CRES";16,019945
"CVH";3,680808
"EDN";22,162459
"FRAN";11,081701
"GGAL";61,947584
"PAMP";79,907798
"SUPV";15,948481
"TGNO4";10,343311
"TGSU2";20,202519
"TRAN";11,385629
"TS";4,399702
"TXAR";95,407375
"VALO";45,939106
"YPFD";6,653687
