contrato;cantidad
ALUA;65,262053
BBAR;17,419634
BMA;35,436921
BYMA;29,013829
CEPU;72,621131
COME;265,132375
CRES;31,336468
GGAL;101,451222
IRSA;27,422013
LOMA;23,900675
MIRG;0,755541
PAMP;69,838373
SUPV;25,146792
TECO2;16,783865
TGNO4;7,469813
TGSU2;18,899718
TRAN;17,897388
TXAR;110,360473
VALO;70,947967
YPFD;16,361079
