"contrato";"cantidad"
"ALUA";38,538333
"APBR";17,273665
"BMA";20,351895
"BYMA";3,648031
"CEPU";72,435408
"CRES";14,885013
"CVH";3,700058
"EDN";21,156683
"FRAN";9,804198
"GGAL";54,806242
"PAMP";74,439056
"SUPV";14,015792
"TECO2";6,781302
"TGNO4";4,204194
"TGSU2";18,053301
"TRAN";10,073089
"TS";2,985071
"TXAR";84,408774
"VALO";41,00716
"YPFD";7,958345
