"contrato";"cantidad"
"ALUA";53,377106
"BBAR";13,579199
"BMA";18,49563
"BYMA";4,990763
"CEPU";98,848089
"COME";98,171568
"CRES";19,874411
"CVH";2,691898
"EDN";26,852033
"GGAL";62,276169
"LOMA";6,903716
"PAMP";95,878105
"SUPV";19,542812
"TECO2";8,550065
"TGNO4";5,822976
"TGSU2";23,126708
"TRAN";13,951624
"TXAR";116,909471
"VALO";55,973276
"YPFD";9,203684
