"contrato";"cantidad"
"ALUA";36,531847
"APBR";20,596174
"BMA";19,043821
"BYMA";3,458096
"CEPU";68,664082
"CRES";14,11003
"CVH";3,784083
"EDN";20,055167
"FRAN";9,293745
"GGAL";51,952773
"PAMP";70,277678
"SUPV";13,286065
"TECO2";6,983087
"TGNO4";3,985304
"TGSU2";16,982859
"TRAN";9,548637
"TS";3,329788
"TXAR";80,014058
"VALO";38,855496
"YPFD";8,18681
