contrato;cantidad
ALUA;7,227186
BBAR;1,929068
BMA;2,721024
BYMA;24,813344
CEPU;12,676378
COME;29,361028
CRES;3,407051
EDN;3,876445
GGAL;9,726424
IRSA;2,956970
LOMA;2,628732
METR;1,607379
PAMP;9,689258
SUPV;2,597007
TGNO4;0,827215
TGSU2;2,943796
TRAN;1,981975
TXAR;15,165995
VALO;7,884293
YPFD;1,471668
