contrato;cantidad
ALUA;63,708749
BBAR;16,211571
BMA;29,905394
BYMA;4,060698
CEPU;73,865581
COME;246,684547
CRES;29,533186
EDN;29,541700
GGAL;94,392278
LOMA;22,573557
MIRG;0,714731
PAMP;70,262124
SUPV;23,434495
TECO2;22,881077
TGNO4;6,950066
TGSU2;15,001965
TRAN;16,652093
TXAR;95,219851
VALO;66,328109
YPFD;15,180179
