contrato;cantidad
ALUA;7,220400
BBAR;1,927257
BMA;2,681832
BYMA;24,790044
CEPU;12,303103
COME;29,333459
CRES;3,399525
EDN;3,872805
GGAL;9,839170
IRSA;2,954194
LOMA;2,626264
METR;1,605870
PAMP;9,680160
SUPV;2,594568
TGNO4;0,826438
TGSU2;2,816214
TRAN;1,980114
TXAR;15,899329
VALO;7,876890
YPFD;1,484164
