"contrato";"cantidad"
"ALUA";41,753431
"APBR";18,890611
"BMA";16,262343
"BYMA";3,910995
"CEPU";78,019572
"COME";76,793219
"CRES";15,275753
"EDN";21,211395
"FRAN";10,622123
"GGAL";59,378506
"PAMP";74,977115
"SUPV";15,287068
"TECO2";5,486893
"TGNO4";9,914355
"TGSU2";19,12172
"TRAN";10,913447
"TS";5,209141
"TXAR";91,450659
"VALO";43,80273
"YPFD";6,909471
