contrato;cantidad
ALUA;9,120986
BBAR;2,434558
BMA;2,745012
BYMA;62,460159
CEPU;10,010316
COME;83,161958
CRES;3,831225
ECOG;2,425589
EDN;2,005320
GGAL;12,807320
LOMA;3,317566
METR;2,028574
PAMP;10,605140
SUPV;3,248743
TGNO4;1,043977
TGSU2;1,844820
TRAN;2,501328
TXAR;20,084422
VALO;11,844489
YPFD;1,348242
