"contrato";"cantidad"
"ALUA";54,15861
"BBAR";13,778015
"BMA";18,032966
"BYMA";5,063834
"CEPU";101,199626
"COME";99,608916
"CRES";20,165396
"CVH";2,731311
"EDN";27,245178
"GGAL";60,784478
"LOMA";7,356948
"PAMP";97,281875
"SUPV";19,828942
"TECO2";8,672776
"TGNO4";5,908232
"TGSU2";22,764599
"TRAN";14,155893
"TXAR";118,621164
"VALO";56,792792
"YPFD";9,11052
