contrato;cantidad
ALUA;7,400777
BBAR;1,975403
BMA;2,436183
BYMA;25,409341
CEPU;11,716600
COME;30,066257
CRES;3,484451
EDN;3,969554
GGAL;9,610697
LOMA;2,691872
METR;1,645987
PAMP;9,921986
SUPV;2,659385
TECO2;2,339081
TGNO4;0,847084
TGSU2;2,829294
TRAN;2,029580
TXAR;15,166919
VALO;8,073667
YPFD;1,516920
