"contrato";"cantidad"
"ALUA";42,121632
"APBR";18,317552
"BMA";15,973694
"BYMA";3,95342
"CEPU";78,707584
"COME";77,470417
"CRES";15,488315
"EDN";21,398447
"FRAN";10,715793
"GGAL";59,902133
"PAMP";76,147665
"SUPV";15,421877
"TECO2";5,163676
"TGNO4";10,001785
"TGSU2";19,308774
"TRAN";11,009686
"TS";4,99256
"TXAR";92,257113
"VALO";44,333008
"YPFD";6,832283
