"contrato";"cantidad"
"ALUA";53,135494
"BBAR";13,517733
"BMA";18,94517
"BYMA";4,968173
"CEPU";98,200956
"COME";97,727192
"CRES";19,784449
"CVH";2,679713
"EDN";26,730487
"GGAL";64,035286
"LOMA";7,612852
"PAMP";95,444111
"SUPV";19,454352
"TECO2";8,844396
"TGNO4";5,796619
"TGSU2";22,501771
"TRAN";13,888472
"TXAR";116,380278
"VALO";55,719912
"YPFD";9,008132
