contrato;cantidad
ALUA;6,559229
BBAR;1,750778
BMA;3,204118
BYMA;22,520025
CEPU;11,986611
COME;26,647399
CRES;3,063999
EDN;3,517494
GGAL;10,196458
IRSA;2,445319
LOMA;2,385778
METR;1,458821
PAMP;8,737855
SUPV;2,576489
TGNO4;0,750761
TGSU2;2,784234
TRAN;1,798795
TXAR;13,236419
VALO;7,155604
YPFD;1,629959
