"contrato";"cantidad"
"ALUA";42,232777
"APBR";18,27081
"BMA";15,301788
"BYMA";3,96966
"CEPU";78,590627
"COME";77,674835
"CRES";15,529183
"CVH";3,310891
"EDN";21,45491
"FRAN";10,744069
"GGAL";60,060194
"PAMP";76,817837
"SUPV";15,46257
"TGNO4";10,028176
"TGSU2";19,464317
"TRAN";11,038737
"TS";4,898256
"TXAR";92,500548
"VALO";44,539455
"YPFD";6,686216
