contrato;cantidad
ALUA;8,064964
BBAR;2,152686
BMA;2,738445
BYMA;27,660622
CEPU;8,482059
COME;32,764570
CRES;3,551131
EDN;1,773145
GGAL;9,129673
LOMA;2,933456
METR;1,793707
PAMP;11,108250
SUPV;2,737759
TECO2;2,155561
TGNO4;0,923106
TGSU2;2,493808
TRAN;2,211726
TXAR;17,759061
VALO;8,798243
YPFD;1,638628
