contrato;cantidad
ALUA;62,348306
BBAR;15,865388
BMA;31,090848
BYMA;5,869341
CEPU;87,260493
COME;241,416822
CRES;24,559286
GGAL;92,376616
LOMA;22,351665
MIRG;0,702614
PAMP;64,842670
RICH;1,096562
SUPV;22,934073
TECO2;21,257812
TGNO4;6,801654
TGSU2;13,537665
TRAN;16,296503
TXAR;106,144656
VALO;64,911732
YPFD;14,856020
