contrato;cantidad
ALUA;60,532274
BBAR;16,157170
BMA;32,439239
BYMA;56,194171
CEPU;102,907426
COME;245,917266
CRES;28,554359
EDN;32,433362
GGAL;94,098682
IRSA;26,988738
LOMA;22,032364
PAMP;81,202659
SUPV;24,151071
TECO2;33,901031
TGNO4;6,928449
TGSU2;27,403892
TRAN;16,600299
TXAR;108,481559
VALO;66,035963
YPFD;15,042180
