"contrato";"cantidad"
"ALUA";61,168186
"BBAR";15,561259
"BMA";23,113414
"BYMA";5,684577
"CEPU";114,29757
"COME";191,251596
"CRES";21,470588
"EDN";30,655469
"GGAL";86,988672
"LOMA";7,715928
"MIRG";2,583918
"PAMP";103,29934
"SUPV";22,395339
"TECO2";5,949872
"TGNO4";6,672913
"TGSU2";21,113865
"TRAN";15,988045
"TXAR";133,973923
"VALO";63,875092
"YPFD";12,255271
