contrato;cantidad
ALUA; 61,966584
BBAR; 15,764373
BMA; 16,128000
BYMA;  5,743422
CEPU; 95,623697
COME;193,747908
CRES; 24,018983
EDN; 29,304670
GGAL; 88,124092
LOMA;  9,652005
MIRG;  2,166789
PAMP; 95,369905
SUPV; 22,687654
TECO2;  4,754545
TGNO4;  6,760011
TGSU2; 28,381728
TRAN; 16,196729
TXAR;134,318614
VALO; 64,590191
YPFD; 14,752555
