"contrato";"cantidad"
"ALUA";61,610781
"BBAR";15,673856
"BMA";23,851228
"BYMA";5,721502
"CEPU";98,178343
"COME";192,635437
"CRES";22,00751
"EDN";30,877283
"GGAL";87,618097
"LOMA";8,170074
"MIRG";1,993508
"PAMP";102,849649
"SUPV";22,557385
"TECO2";6,336391
"TGNO4";6,721196
"TGSU2";23,664722
"TRAN";16,10373
"TXAR";121,890197
"VALO";64,337273
"YPFD";12,426455
