"contrato";"cantidad"
"ALUA";53,900297
"BBAR";13,7123
"BMA";19,504946
"BYMA";5,039682
"CEPU";97,946626
"COME";99,133824
"CRES";20,069216
"CVH";2,718284
"EDN";27,115231
"GGAL";64,2691
"LOMA";7,027095
"PAMP";96,817882
"SUPV";19,734367
"TECO2";8,542841
"TGNO4";5,880052
"TGSU2";22,364141
"TRAN";14,088375
"TXAR";118,055392
"VALO";56,521914
"YPFD";8,809297
