fecha_precio;valor
2023-01-11;306102,86
2023-01-12;319794,48
2023-01-13;331033,33
2023-01-16;342127,33
2023-01-17;357547,57
2023-01-18;322916,97
2023-01-19;323828,10
2023-01-20;341721,45
2023-01-23;344606,87
2023-01-24;346346,00
2023-01-25;357914,13
2023-01-26;360015,71
2023-01-27;349696,07
2023-01-30;337775,54
2023-01-31;349527,31
2023-02-01;345634,38
2023-02-02;342359,99
2023-02-03;329203,84
2023-02-06;335134,46
2023-02-07;339154,48
2023-02-08;343550,61
2023-02-09;340460,56
2023-02-10;343451,90
2023-02-13;354716,26
2023-02-14;356331,66
2023-02-15;352008,06
2023-02-16;355089,21
2023-02-17;343069,53
2023-02-22;337658,55
2023-02-23;342779,95
2023-02-24;343299,77
2023-02-27;346642,21
2023-02-28;342299,39
2023-03-01;345565,39
2023-03-02;335568,21
2023-03-03;339948,70
2023-03-06;351029,45
2023-03-07;341013,50
2023-03-08;347873,92
2023-03-09;343118,87
2023-03-10;327484,62
2023-03-13;311887,38
2023-03-14;305590,58
2023-03-15;290079,52
2023-03-16;308269,14
2023-03-17;304636,33
2023-03-20;303383,89
2023-03-21;315558,42
2023-03-22;309876,95
2023-03-23;301619,52
2023-03-27;321880,07
2023-03-28;333964,89
2023-03-29;343483,31
2023-03-30;347958,84
2023-03-31;339874,56
2023-04-03;353352,40
2023-04-04;348411,60
2023-04-05;350131,80
2023-04-10;356659,80
2023-04-11;361248,20
2023-04-12;370731,50
2023-04-13;375214,30
2023-04-14;382746,20
2023-04-17;390199,90
2023-04-18;394614,90
2023-04-19;381376,40
2023-04-20;389048,90
2023-04-21;400587,70
2023-04-24;412717,70
2023-04-25;416662,30
2023-04-26;417177,80
2023-04-27;406354,50
2023-04-28;407430,90
2023-05-02;403267,20
2023-05-03;391511,50
2023-05-04;384306,50
2023-05-05;408347,60
2023-05-08;417149,90
2023-05-09;421507,10
2023-05-11;430234,50
2023-05-12;440819,10
2023-05-15;438664,80
2023-05-16;433929,70
2023-05-17;446769,20
2023-05-18;450489,10
2023-05-19;458379,20
2023-05-22;457350,00
2023-05-24;464321,00
2023-05-29;471041,30
2023-05-30;466804,50
2023-05-31;463807,20
2023-06-01;481558,10
2023-06-02;481952,80
2023-06-05;492451,20
2023-06-06;519568,20
2023-06-07;521330,50
2023-06-08;522857,70
2023-06-09;522720,60
2023-06-12;522274,80
2023-06-13;521921,90
2023-06-14;518967,70
2023-06-15;540189,90
2023-06-16;568832,00
2023-06-21;600662,70
2023-06-22;578719,30
2023-06-23;587244,40
2023-06-26;604991,80
2023-06-27;582438,50
2023-06-28;572504,80
2023-06-29;582911,20
2023-06-30;597259,80
2023-07-03;610002,80
2023-07-04;617425,60
2023-07-05;610229,20
2023-07-06;581886,30
2023-07-07;591170,75
2023-07-10;586978,67
2023-07-11;588967,24
2023-07-12;602070,45
2023-07-13;629337,12
2023-07-14;618945,47
2023-07-17;638464,61
2023-07-18;638903,11
2023-07-19;632466,63
2023-07-20;639093,69
2023-07-21;658163,96
2023-07-24;650307,29
2023-07-25;657810,97
2023-07-26;658273,69
2023-07-27;625908,07
2023-07-28;637231,98
2023-07-31;637186,78
2023-08-01;631631,53
2023-08-02;620581,33
2023-08-03;616902,30
2023-08-04;631522,28
2023-08-07;633102,17
2023-08-08;651657,08
2023-08-09;645916,30
2023-08-10;660174,09
2023-08-11;671927,55
2023-08-14;695122,76
2023-08-15;740097,42
2023-08-16;790125,45
2023-08-17;817395,09
2023-08-18;818527,72
2023-08-22;831865,47
2023-08-23;860970,48
2023-08-24;859127,71
2023-08-25;881696,05
2023-08-28;930351,66
2023-08-29;955638,62
2023-08-30;941958,29
2023-08-31;910982,39
2023-09-01;884801,28
2023-09-04;882196,64
2023-09-05;834278,40
2023-09-06;814828,39
2023-09-07;764259,10
2023-09-08;741520,14
2023-09-11;715930,13
2023-09-12;750428,13
2023-09-13;771170,78
2023-09-14;795093,23
2023-09-15;786287,54
2023-09-18;810860,75
2023-09-19;799070,65
2023-09-20;779590,23
2023-09-21;771395,49
2023-09-22;769687,18
2023-09-25;761738,48
2023-09-26;754524,79
2023-09-27;775786,96
2023-09-28;808444,23
2023-09-29;780723,03
2023-10-02;773731,33
2023-10-03;778504,31
2023-10-04;822326,31
2023-10-05;845513,38
2023-10-06;861644,97
2023-10-09;88673,98
2023-10-10;95713,05
2023-10-11;98035,60
2023-10-12;103428,50
2023-10-17;112335,74
2023-10-18;109159,04
2023-10-19;104268,34
2023-10-20;109376,75
2023-10-23;96536,85
2023-10-24;89743,15
2023-10-25;93755,51
2023-10-26;91812,72
2023-10-27;88993,47
2023-10-30;80619,39
2023-10-31;79130,32
2023-11-01;84568,38
2023-11-02;89168,11
2023-11-03;86822,77
2023-11-07;82992,77
2023-11-08;79525,61
2023-11-09;84189,63
2023-11-10;89047,08
2023-11-13;85908,11
2023-11-14;85954,04
2023-11-15;85408,33
2023-11-16;81903,75
2023-11-17;88018,27
2023-11-21;109536,59
2023-11-22;115984,62
2023-11-23;122108,31
2023-11-24;129029,03
2023-11-27;118535,23
2023-11-28;108525,69
2023-11-29;110443,98
2023-11-30;113411,51
2023-12-01;121205,73
2023-12-04;117496,56
2023-12-05;123836,00
2023-12-06;124566,41
2023-12-07;131061,21
2023-12-11;136487,27
2023-12-12;141447,51
2023-12-13;140916,07
2023-12-14;139117,91
2023-12-15;130532,02
2023-12-18;129965,73
2023-12-19;128593,51
2023-12-20;129287,34
2023-12-21;132334,68
2023-12-22;133040,29
2023-12-26;128322,57
2023-12-27;122577,57
2023-12-28;126759,24
2023-12-29;130409,01
2024-01-02;130768,34
2024-01-03;136900,40
2024-01-04;141174,88
2024-01-05;147632,14
2024-01-08;154842,66
2024-01-09;148376,24
2024-01-10;149534,84
2024-01-11;146106,38
2024-01-12;144786,48
2024-01-15;145885,43
2024-01-16;147940,50
2024-01-17;157385,66
2024-01-18;158917,88
2024-01-19;165108,82
2024-01-22;171334,49
2024-01-23;168896,41
2024-01-24;175114,95
2024-01-25;179983,49
2024-01-26;175602,92
2024-01-29;175555,62
2024-01-30;177604,51
2024-01-31;176514,23
2024-02-01;182476,95
2024-02-02;184078,29
2024-02-05;175799,96
2024-02-06;169517,30
2024-02-07;160856,64
2024-02-08;155911,05
2024-02-09;157884,48
2024-02-14;154588,34
2024-02-15;152933,86
2024-02-16;148610,47
2024-02-19;149559,35
2024-02-20;148109,74
2024-02-21;145931,83
2024-02-22;151384,17
2024-02-23;155353,00
2024-02-26;151262,18
2024-02-27;144958,90
2024-02-28;140092,66
2024-02-29;142140,00
2024-03-01;147703,02
2024-03-04;146830,19
2024-03-05;139282,01
2024-03-06;139879,43
2024-03-07;138644,59
2024-03-08;139765,88
2024-03-11;133598,93
2024-03-12;143316,04
2024-03-13;145971,71
2024-03-14;144677,37
2024-03-15;148986,65
2024-03-18;157229,21
2024-03-19;157326,29
2024-03-20;165281,25
2024-03-21;170712,45
2024-03-22;171186,47
2024-03-25;169058,01
2024-03-26;169108,37
2024-03-27;169139,43
2024-04-03;169856,42
2024-04-04;165661,79
2024-04-05;170667,47
2024-04-08;172512,81
2024-04-09;175102,03
2024-04-10;172602,74
2024-04-11;175858,29
2024-04-12;173491,80
2024-04-15;166828,83
2024-04-16;167701,98
2024-04-17;163528,67
2024-04-18;163549,71
2024-04-19;165594,01
2024-04-22;177176,60
2024-04-23;173961,90
2024-04-24;167818,30
2024-04-25;173578,79
2024-04-26;178857,13
2024-04-29;183193,72
2024-04-30;186077,62
2024-05-02;192801,63
2024-05-03;203977,06
2024-05-06;210291,05
2024-05-07;205666,64
2024-05-08;203720,61
2024-05-09;201717,30
2024-05-10;198191,97
2024-05-13;194170,42
2024-05-14;199159,46
2024-05-15;208788,14
2024-05-16;209085,03
2024-05-17;207638,82
2024-05-20;216690,26
2024-05-21;223347,70
2024-05-22;220137,35
2024-05-23;213408,30
2024-05-24;213752,95
2024-05-27;221580,21
2024-05-28;221722,85
2024-05-29;221172,08
2024-05-30;232333,11
2024-05-31;232971,01
2024-06-03;233786,61
2024-06-04;222528,51
2024-06-05;221424,17
2024-06-06;212492,45
2024-06-07;214153,20
2024-06-10;222765,72
2024-06-11;218134,22
2024-06-12;221443,15
2024-06-13;226720,98
2024-06-14;223229,34
2024-06-18;219923,98
2024-06-19;223040,45
2024-06-24;221000,56
2024-06-25;222446,07
2024-06-26;222378,31
2024-06-27;230679,97
2024-06-28;226676,77
2024-07-01;223667,62
2024-07-02;229444,93
2024-07-03;225212,57
2024-07-04;226383,58
2024-07-05;228190,45
2024-07-08;230320,99
2024-07-10;236872,42
2024-07-11;239573,72
2024-07-12;241040,47
2024-07-15;211532,61
2024-07-16;213607,75
2024-07-17;211903,99
2024-07-18;212667,63
2024-07-19;218989,87
2024-07-22;221799,61
2024-07-23;228388,85
2024-07-24;220878,14
2024-07-25;215033,72
2024-07-26;215521,32
2024-07-29;206803,99
2024-07-30;197206,50
2024-07-31;211154,16
2024-08-01;209913,85
2024-08-02;200515,36
2024-08-05;199603,36
2024-08-06;205242,57
2024-08-07;205123,32
2024-08-08;216331,13
2024-08-09;224245,61
2024-08-12;225327,92
2024-08-13;225239,56
2024-08-14;227283,35
2024-08-15;232448,21
2024-08-16;233306,08
2024-08-19;234587,53
2024-08-20;235181,32
2024-08-21;229633,02
2024-08-22;223315,82
2024-08-23;228043,68
2024-08-26;226164,58
2024-08-27;229963,05
2024-08-28;230434,92
2024-08-29;237240,00
2024-08-30;246303,60
2024-09-02;251988,45
2024-09-03;249093,02
2024-09-04;258065,21
2024-09-05;253628,14
2024-09-06;246924,67
2024-09-09;249033,71
2024-09-10;245249,29
2024-09-11;252243,48
2024-09-12;256036,94
2024-09-13;260465,97
2024-09-16;259437,42
2024-09-17;259716,97
2024-09-18;260105,95
2024-09-19;264318,42
2024-09-20;260777,99
2024-09-23;255947,67
2024-09-24;253247,25
2024-09-25;248684,78
2024-09-26;244686,35
2024-09-27;246020,01
2024-09-30;241801,44
2024-10-01;246162,96
2024-10-02;243817,96
2024-10-03;250014,51
2024-10-04;250099,43
2024-10-07;243945,70
2024-10-08;246687,27
2024-10-09;253710,97
2024-10-10;255715,83
2024-10-14;259888,26
2024-10-15;261505,94
2024-10-16;255335,53
2024-10-17;259124,81
2024-10-18;262861,46
2024-10-21;262819,83
2024-10-22;261506,14
2024-10-23;256557,43
2024-10-24;267788,67
2024-10-25;270705,77
2024-10-28;267657,41
2024-10-29;266331,41
2024-10-30;264766,41
2024-10-31;266203,68
2024-11-01;270867,43
2024-11-04;277103,48
2024-11-05;278442,62
2024-11-06;285315,78
2024-11-07;290774,42
2024-11-08;283485,98
2024-11-11;287018,66
2024-11-12;290979,45
2024-11-13;295309,34
2024-11-14;301359,47
2024-11-15;297866,23
2024-11-19;306793,84
2024-11-20;310204,52
2024-11-21;309402,77
2024-11-22;319183,13
2024-11-25;319261,53
2024-11-26;324263,47
2024-11-27;317519,80
2024-11-28;321422,25
2024-11-29;325191,82
2024-12-02;330966,76
2024-12-03;331607,73
2024-12-04;318472,54
2024-12-05;318428,62
2024-12-06;317693,57
2024-12-09;321560,29
2024-12-10;318241,38
2024-12-11;332322,62
2024-12-12;335055,26
2024-12-13;344971,81
2024-12-16;370317,83
2024-12-17;378135,87
2024-12-18;367358,37
2024-12-19;352096,56
2024-12-20;359660,50
2024-12-23;363961,29
2024-12-24;371274,57
2024-12-26;377490,63
2024-12-27;374380,43
2024-12-30;368562,74
2025-01-02;392712,88
2025-01-03;396870,97
2025-01-06;407399,59
2025-01-07;411347,02
2025-01-08;404895,27
2025-01-09;411906,52
2025-01-10;407893,95
2025-01-13;386177,64
2025-01-14;397730,04
2025-01-15;394195,18
2025-01-16;383565,37
2025-01-17;365974,83
2025-01-20;369495,15
2025-01-21;381639,03
2025-01-22;390359,77
2025-01-23;381507,95
2025-01-24;372439,82
2025-01-27;353421,39
2025-01-28;353267,92
2025-01-29;369558,12
2025-01-30;377237,95
2025-01-31;372211,93
2025-02-03;360471,23
2025-02-04;366564,40
2025-02-05;359947,27
2025-02-06;363768,46
2025-02-07;351029,85
2025-02-10;347303,68
2025-02-11;330264,48
2025-02-12;332030,96
2025-02-13;341934,30
2025-02-14;346514,06
2025-02-17;326969,89
2025-02-18;347780,06
2025-02-19;348911,76
2025-02-20;350594,80
2025-02-21;343582,43
2025-02-24;340478,42
2025-02-25;331015,43
2025-02-26;330681,46
2025-02-27;319128,06
2025-02-28;320984,26
2025-03-05;332406,60
2025-03-06;329259,31
2025-03-07;327945,99
2025-03-10;309560,14
2025-03-11;312893,17
2025-03-12;330476,17
2025-03-13;324862,84
2025-03-14;340441,34
2025-03-17;341945,80
2025-03-18;332752,36
2025-03-19;348419,99
2025-03-20;344050,23
2025-03-21;354774,29
2025-03-25;363198,19
2025-03-26;356248,07
2025-03-27;351918,36
2025-03-28;346811,86
2025-03-31;340636,55
2025-04-01;343682,75
2025-04-03;331403,43
2025-04-04;305708,94
2025-04-07;293432,53
2025-04-08;288490,20
2025-04-09;315319,65
2025-04-10;305380,52
2025-04-11;325716,68
2025-04-14;344135,28
2025-04-15;332439,87
2025-04-16;317122,04
2025-04-21;298759,31
2025-04-22;316298,51
2025-04-23;326895,97
2025-04-24;326180,77
2025-04-25;325256,42
2025-04-28;318232,04
2025-04-29;314837,71
2025-04-30;306545,46
2025-05-05;300163,48
2025-05-06;310832,39
2025-05-07;300269,82
2025-05-08;300902,11
2025-05-09;309495,90
2025-05-12;328356,69
2025-05-13;335888,01
2025-05-14;338094,25
2025-05-15;337875,67
2025-05-16;340699,09
2025-05-19;348158,69
2025-05-20;348821,16
2025-05-21;340001,03
2025-05-22;339252,71
2025-05-23;343840,23
2025-05-26;347267,77
2025-05-27;344955,18
2025-05-28;344070,46
2025-05-29;338712,80
2025-05-30;334369,16
2025-06-02;323973,93
2025-06-03;327299,13
2025-06-04;312441,25
2025-06-05;312583,67
2025-06-06;317268,73
2025-06-09;310883,36
2025-06-10;325340,16
2025-06-11;321433,66
2025-06-12;323511,00
2025-06-13;315885,78
2025-06-17;307809,47
2025-06-18;304719,81
2025-06-19;306557,89
2025-06-23;293223,98
2025-06-24;305145,38
2025-06-25;298683,58
2025-06-26;300915,09
2025-06-27;301119,83
2025-06-30;293490,68
2025-07-01;298651,87
2025-07-02;303516,06
2025-07-03;306078,55
2025-07-04;306315,55
2025-07-07;302026,99
2025-07-08;314891,40
2025-07-10;305338,97
2025-07-11;296252,02
2025-07-14;304511,87
2025-07-15;306049,39
2025-07-16;298682,75
2025-07-17;304294,99
2025-07-18;305713,66
2025-07-21;300825,75
2025-07-22;296171,62
2025-07-23;307915,12
2025-07-24;315426,59
2025-07-25;324676,55
2025-07-28;327055,78
2025-07-29;340544,94
2025-07-30;340906,42
2025-07-31;343321,68
2025-08-01;337688,42
2025-08-04;338671,38
2025-08-05;347997,50
2025-08-06;358039,23
2025-08-07;348206,17
2025-08-08;340262,74
2025-08-11;340386,93
2025-08-12;341367,01
2025-08-13;338210,99
2025-08-14;323503,65
2025-08-18;325519,28
2025-08-19;309616,01
2025-08-20;307829,65
2025-08-21;311533,72
2025-08-22;312194,07
2025-08-25;299476,94
2025-08-26;301846,82
2025-08-27;293440,58
2025-08-28;296535,78
2025-08-29;294520,83
2025-09-01;288085,01
2025-09-02;294203,79
2025-09-03;288172,19
2025-09-04;297571,91
2025-09-05;298855,53
2025-09-08;256793,54
2025-09-09;256497,50
2025-09-10;271657,53
2025-09-11;268576,72
2025-09-12;261997,19
2025-09-15;259930,40
2025-09-16;266167,94
2025-09-17;265017,02
2025-09-18;251380,55
2025-09-19;248654,50
2025-09-22;267903,31
2025-09-23;268088,46
2025-09-24;271620,04
2025-09-25;260392,86
2025-09-26;262903,81
2025-09-29;262900,40
2025-09-30;259813,76
2025-10-01;258116,90
2025-10-02;264314,55
2025-10-03;263912,48
2025-10-06;264179,57
2025-10-07;263216,62
2025-10-08;266682,44
2025-10-09;282117,75
2025-10-13;287404,61
2025-10-14;276379,52
2025-10-15;280251,33
2025-10-16;282634,21
2025-10-17;291117,05
2025-10-20;289096,27
2025-10-21;292946,89
2025-10-22;295985,06
2025-10-23;302032,13
2025-10-24;305476,33
2025-10-27;371318,92
2025-10-28;391926,05
2025-10-29;409814,65
2025-10-30;408953,78
2025-10-31;439537,95
2025-11-03;454103,66
2025-11-04;450046,85
2025-11-05;445372,13
2025-11-06;435463,41
2025-11-07;419707,76
2025-11-10;431788,59
2025-11-11;432620,62
2025-11-12;436108,11
2025-11-13;421291,58
2025-11-14;437247,54
2025-11-17;427042,16
2025-11-18;428240,63
2025-11-19;418841,52
2025-11-20;416242,07
2025-11-21;403019,45
2025-11-25;417990,36
2025-11-26;434821,14
2025-11-27;439234,97
2025-11-28;439913,52
2025-12-01;444043,08
2025-12-02;441306,30
2025-12-03;453443,36
2025-12-04;448568,99
2025-12-05;441121,15
2025-12-09;432698,38
2025-12-10;436660,57
2025-12-11;431416,18
2025-12-12;430775,88
2025-12-15;436001,65
2025-12-16;439578,61
2025-12-17;441660,59
2025-12-18;459945,28
2025-12-19;457363,70
2025-12-22;456578,18
2025-12-23;453650,87
2025-12-24;454822,04
2025-12-26;453655,65
2025-12-29;452257,18
2025-12-30;444527,18
2026-01-02;455340,53
2026-01-05;455350,25
2026-01-06;452106,98
2026-01-07;437502,30
2026-01-08;446347,29
2026-01-09;448229,15
2026-01-12;446017,79
2026-01-13;440983,72
2026-01-14;429109,53
2026-01-15;425788,52
2026-01-16;426638,76
2026-01-19;423813,05
2026-01-20;428152,43
2026-01-21;443405,84
2026-01-22;444235,87
2026-01-23;448705,94
2026-01-26;454065,37
2026-01-27;470477,92
2026-01-28;469214,71
2026-01-29;466631,26
2026-01-30;465223,18
2026-02-02;451846,25
2026-02-03;442011,47
2026-02-04;440319,35
2026-02-05;428444,57
2026-02-06;434270,17
2026-02-09;433672,38
2026-02-10;446299,69
2026-02-11;440733,34
2026-02-12;416106,77
2026-02-13;410749,32
2026-02-18;397380,32
2026-02-19;414532,51
2026-02-20;419735,02
2026-02-23;404379,27
2026-02-24;411309,54
2026-02-25;409601,37
2026-02-26;402533,01
2026-02-27;384960,42
2026-03-02;380570,87
2026-03-03;380508,25
2026-03-04;377564,39
2026-03-05;377575,79
2026-03-06;386098,51
2026-03-09;386741,20
2026-03-10;395488,23
2026-03-11;406371,58
2026-03-12;395645,67
2026-03-13;388696,02
2026-03-16;383586,55
2026-03-17;391442,50
2026-03-18;396812,05
2026-03-19;408454,91
2026-03-20;402969,84
2026-03-25;414316,45
2026-03-26;410543,97
2026-03-27;415748,08
2026-03-30;426505,19
2026-03-31;442469,41
2026-04-01;441212,18
2026-04-06;441739,45
2026-04-07;437687,63
2026-04-08;441634,18
2026-04-09;439350,02
2026-04-10;439507,10
2026-04-13;439368,16
2026-04-14;432929,03
2026-04-15;427277,71
2026-04-16;428348,23
2026-04-17;422308,34
