contrato;cantidad
ALUA;61,463266
BBAR;16,405668
BMA;28,030593
BYMA;57,582639
CEPU;99,401420
COME;249,699498
CRES;28,993528
EDN;32,932191
GGAL;95,545929
LOMA;22,371225
MIRG;0,705424
PAMP;82,451565
SUPV;24,522518
TECO2;27,946354
TGNO4;7,035009
TGSU2;27,825367
TRAN;16,855613
TXAR;132,016081
VALO;67,051603
YPFD;15,273530
