contrato;cantidad
ALUA;7,900966
BBAR;2,108913
BMA;2,418090
BYMA;54,196313
CEPU;11,936041
COME;72,038252
CRES;3,785919
EDN;1,737088
GGAL;8,594029
LOMA;2,873804
METR;1,757232
PAMP;10,882369
SUPV;2,682090
TECO2;2,475749
TGNO4;0,904334
TGSU2;2,774343
TRAN;2,166754
TXAR;17,397938
VALO;8,619334
YPFD;1,735705
