contrato;cantidad
ALUA;9,538708
BBAR;2,546057
BMA;2,671943
BYMA;62,149909
CEPU;11,221439
COME;86,970597
CRES;4,129458
ECOG;2,454029
EDN;2,097159
GGAL;13,146137
LOMA;3,469499
METR;2,121479
PAMP;10,593715
SUPV;4,042538
TGNO4;1,091788
TGSU2;2,022498
TRAN;2,615884
TXAR;21,004245
VALO;14,284732
YPFD;1,250017
