"contrato";"cantidad"
"ALUA";42,140357
"APBR";19,557781
"BBAR";10,720557
"BMA";14,53094
"BYMA";3,940127
"CEPU";78,742572
"COME";77,504856
"CRES";15,690523
"EDN";21,199242
"GGAL";59,928761
"PAMP";75,694205
"SUPV";15,428733
"TECO2";6,53611
"TGNO4";4,597145
"TGSU2";19,298921
"TRAN";11,01458
"TS";6,050061
"TXAR";92,298124
"VALO";44,189991
"YPFD";7,240748
