contrato;cantidad
ALUA;9,555013
BBAR;2,550408
BMA;2,67651
BYMA;62,256148
CEPU;11,24062
COME;87,119264
CRES;4,136517
ECOG;2,458223
EDN;2,100744
GGAL;13,16861
LOMA;3,47543
METR;2,125105
PAMP;10,611824
SUPV;4,049449
TGNO4;1,093654
TGSU2;2,025956
TRAN;2,620356
TXAR;21,04015
VALO;14,309151
YPFD;12,521536
