"contrato";"cantidad"
"ALUA";38,86548
"APBR";21,300112
"BMA";19,968964
"BYMA";3,671751
"CEPU";72,623205
"COME";71,481675
"CRES";14,33355
"CVH";3,913819
"EDN";19,843434
"FRAN";9,887423
"GGAL";55,271484
"PAMP";72,671507
"SUPV";14,229711
"TGNO4";9,228612
"TGSU2";18,1273
"TRAN";10,158599
"TS";4,499744
"TXAR";85,125307
"VALO";40,988241
"YPFD";7,032223
