"contrato";"cantidad"
"ALUA";36,505831
"APBR";30,233643
"BMA";15,927464
"BYMA";3,455635
"CEPU";68,615182
"COME";71,742177
"CRES";14,256229
"CVH";5,474266
"EDN";19,455452
"GGAL";49,168992
"METR";7,738417
"PAMP";67,091738
"SUPV";13,276603
"TGNO4";3,982466
"TGSU2";17,377135
"TRAN";9,541837
"TS";2,768107
"TXAR";79,957076
"VALO";38,904916
"YPFD";8,006531
