contrato;cantidad
ALUA; 62,135088
BBAR; 15,807240
BMA; 19,380360
BYMA;  5,770192
CEPU; 92,966275
COME;194,274761
CRES; 23,181593
EDN; 29,384358
GGAL; 88,363725
LOMA;  7,844304
MIRG;  1,825883
PAMP; 99,451921
SUPV; 22,749348
TECO2;  6,427458
TGNO4;  6,778393
TGSU2; 29,267000
TRAN; 16,240772
TXAR;134,683862
VALO; 64,765829
YPFD; 13,303519
