"contrato";"cantidad"
"ALUA";38,926835
"APBR";21,333737
"BMA";20,000488
"BYMA";3,677548
"CEPU";72,737851
"COME";71,59452
"CRES";14,356178
"CVH";3,919998
"EDN";19,87476
"FRAN";9,903032
"GGAL";55,358739
"PAMP";72,786229
"SUPV";14,252175
"TGNO4";9,243181
"TGSU2";18,155917
"TRAN";10,174636
"TS";4,506847
"TXAR";85,25969
"VALO";41,052947
"YPFD";7,043325
