contrato;cantidad
ALUA;7,839338
BBAR;2,092463
BMA;2,399228
BYMA;26,886787
CEPU;11,842941
COME;31,847946
CRES;3,756388
EDN;1,723540
GGAL;8,526995
LOMA;2,851389
METR;1,743526
PAMP;10,797485
SUPV;2,661167
TECO2;2,456438
TGNO4;0,897281
TGSU2;2,752704
TRAN;2,149851
TXAR;17,262232
VALO;8,552103
YPFD;1,722166
