"contrato";"cantidad"
"ALUA";41,968279
"APBR";19,477918
"BBAR";10,67678
"BMA";14,471603
"BYMA";3,924038
"CEPU";78,421032
"COME";77,188369
"CRES";15,626452
"EDN";21,112676
"GGAL";59,684046
"PAMP";75,385111
"SUPV";15,36573
"TECO2";6,50942
"TGNO4";4,578373
"TGSU2";19,220114
"TRAN";10,969603
"TS";6,025356
"TXAR";91,92123
"VALO";44,009544
"YPFD";7,211182
