contrato;cantidad
ALUA;8,574555
BBAR;2,288705
BMA;3,140426
BYMA;58,878623
CEPU;8,482352
COME;78,179794
CRES;3,081516
EDN;1,885184
GGAL;11,167196
LOMA;3,118808
METR;1,907044
PAMP;11,076056
SUPV;3,081169
TECO2;1,728533
TGNO4;0,981433
TGSU2;2,063168
TRAN;2,351476
TXAR;18,881180
VALO;11,134897
YPFD;1,433078
