"contrato";"cantidad"
"ALUA";38,743097
"APBR";21,233041
"BMA";19,906084
"BYMA";3,660189
"CEPU";72,394523
"COME";71,256588
"CRES";14,288415
"CVH";3,901495
"EDN";19,780949
"FRAN";9,856289
"GGAL";55,09744
"PAMP";72,442673
"SUPV";14,184903
"TGNO4";9,199552
"TGSU2";18,07022
"TRAN";10,126611
"TS";4,485574
"TXAR";84,857257
"VALO";40,859174
"YPFD";7,01008
