contrato;cantidad
ALUA;7,257802
BBAR;1,937240
BMA;2,761213
BYMA;24,918458
CEPU;11,769775
COME;29,485408
CRES;3,417135
EDN;3,892867
GGAL;9,894302
IRSA;2,969497
LOMA;2,639868
METR;1,614188
PAMP;9,730304
SUPV;2,608008
TGNO4;0,830719
TGSU2;2,796147
TRAN;1,990371
TXAR;15,981688
VALO;7,917692
YPFD;1,465458
