"contrato";"cantidad"
"ALUA";42,162978
"APBR";19,56828
"BBAR";10,726312
"BMA";14,53874
"BYMA";3,942242
"CEPU";78,784841
"COME";77,546461
"CRES";15,698946
"EDN";21,210622
"GGAL";59,960931
"PAMP";75,734838
"SUPV";15,437015
"TECO2";6,539619
"TGNO4";4,599613
"TGSU2";19,309281
"TRAN";11,020493
"TS";6,053309
"TXAR";92,34767
"VALO";44,213712
"YPFD";7,244635
