contrato;cantidad
GGAL; 90,868294
YPFD; 15,211953
BMA; 26,455069
PAMP; 93,201692
BBAR; 16,259280
SUPV; 23,503460
BYMA;  6,015060
ALUA; 63,896236
CEPU; 85,745669
TXAR; 66,847319
VALO; 66,517266
TGSU2; 15,777216
LOMA; 18,717117
COME;199,781258
MIRG;  1,676371
TECO2;  7,838180
TGNO4;  6,970519
CRES; 25,562972
TRAN; 16,701098
CVH;  2,663811
