"contrato";"cantidad"
"ALUA";35,970298
"APBR";22,20252
"BMA";18,666181
"BYMA";3,40485
"CEPU";67,213333
"COME";66,156823
"CRES";13,492703
"CVH";4,226709
"EDN";18,638313
"FRAN";9,150887
"GGAL";51,154181
"PAMP";67,12441
"SUPV";13,081838
"TGNO4";8,54115
"TGSU2";16,720445
"TRAN";9,40186
"TS";4,752697
"TXAR";78,784123
"VALO";38,092295
"YPFD";8,13786
