contrato;cantidad
ALUA;8,623829
BBAR;2,301856
BMA;3,158472
BYMA;59,216967
CEPU;8,531096
COME;78,629050
CRES;3,099225
EDN;1,896019
GGAL;11,231369
LOMA;3,136731
METR;1,918001
PAMP;11,139706
SUPV;3,098876
TECO2;1,738465
TGNO4;0,987073
TGSU2;2,075023
TRAN;2,364989
TXAR;18,989681
VALO;11,198883
YPFD;1,441313
