contrato;cantidad
ALUA;6,616335
BBAR;1,766020
BMA;3,106655
BYMA;22,716081
CEPU;12,696956
COME;26,879389
CRES;3,115964
EDN;3,548118
GGAL;9,782799
IRSA;2,598400
LOMA;2,406547
METR;1,471521
PAMP;8,809898
SUPV;2,336649
TGNO4;0,757297
TGSU2;2,995316
TRAN;1,814455
TXAR;14,569173
VALO;7,217901
YPFD;1,616357
