"contrato";"cantidad"
"ALUA";61,063885
"BBAR";15,534725
"BMA";26,036217
"BYMA";5,685271
"CEPU";114,102676
"COME";190,925484
"CRES";23,051378
"CVH";2,737311
"EDN";30,603197
"GGAL";86,840344
"LOMA";8,761841
"PAMP";104,627972
"SUPV";22,357152
"TECO2";7,375347
"TGNO4";6,661534
"TGSU2";21,126924
"TRAN";15,960783
"TXAR";133,745477
"VALO";63,766175
"YPFD";11,257409
