"contrato";"cantidad"
"ALUA";38,877382
"APBR";22,840114
"BMA";20,535363
"BYMA";3,680125
"CEPU";73,072673
"COME";75,031039
"CVH";4,185458
"EDN";21,342814
"FRAN";8,67125
"GGAL";55,288411
"METR";8,241133
"PAMP";75,760438
"SUPV";14,1391
"TGNO4";4,241182
"TGSU2";15,007062
"TRAN";10,16171
"TS";2,983412
"TXAR";85,151377
"VALO";41,43232
"YPFD";7,240027
