contrato;cantidad
ALUA;8,946877
BBAR;2,106178
BMA;2,654763
BYMA;61,267867
CEPU;8,027011
COME;81,574494
CRES;2,990647
EDN;1,967041
GGAL;10,935331
IRSA;2,008997
LOMA;3,254235
METR;1,98985
PAMP;12,018907
SUPV;3,214957
TGNO4;1,024049
TGSU2;2,146222
TRAN;2,45358
TXAR;19,701034
VALO;11,618393
YPFD;1,642303
