"contrato";"cantidad"
"ALUA";38,835623
"APBR";22,815581
"BMA";20,513306
"BYMA";3,676172
"CEPU";72,994185
"COME";74,950447
"CVH";4,180962
"EDN";21,319889
"FRAN";8,661936
"GGAL";55,229025
"METR";8,232281
"PAMP";75,679063
"SUPV";14,123913
"TGNO4";4,236626
"TGSU2";14,990943
"TRAN";10,150795
"TS";2,980207
"TXAR";85,059915
"VALO";41,387817
"YPFD";7,23225
