contrato;cantidad
ALUA;7,860824
BBAR;2,098198
BMA;2,405804
BYMA;26,960475
CEPU;11,875398
COME;31,935231
CRES;3,766684
EDN;1,728263
GGAL;8,550365
LOMA;2,859204
METR;1,748304
PAMP;10,827077
SUPV;2,668461
TECO2;2,463171
TGNO4;0,899740
TGSU2;2,760248
TRAN;2,155744
TXAR;17,309542
VALO;8,575542
YPFD;1,726886
