date,open,high,low,close,volume,ticker
2018-01-02,7.27005,7.45888,7.12843,7.34558,6925148.0,VALO
2018-01-03,7.45888,7.51553,6.85462,7.25117,5256572.0,VALO
2018-01-04,7.27005,7.31726,6.90183,7.17563,5928648.0,VALO
2018-01-05,7.17563,7.19452,6.9868,7.07178,3275292.0,VALO
2018-01-08,7.08122,7.19452,7.03401,7.17563,3487004.0,VALO
2018-01-09,7.27005,7.45888,7.27005,7.30782,6366396.0,VALO
2018-01-10,7.33614,7.33614,7.08122,7.27005,2900970.0,VALO
2018-01-11,7.31726,7.41167,7.27949,7.34558,5381996.0,VALO
2018-01-12,7.45888,7.68548,7.36447,7.57218,10065011.0,VALO
2018-01-15,7.64772,8.02538,7.64772,7.97817,12093622.0,VALO
2018-01-16,8.1198,8.36528,7.93096,8.28975,9873590.0,VALO
2018-01-17,8.36528,8.86569,8.36528,8.86569,12162634.0,VALO
2018-01-18,8.95066,9.33777,8.94122,9.3,8696185.0,VALO
2018-01-19,9.48883,9.81929,9.08284,9.44162,11601239.0,VALO
2018-01-22,9.43218,9.72487,9.15837,9.25279,6765570.0,VALO
2018-01-23,9.3,9.4133,9.08284,9.34721,5070550.0,VALO
2018-01-24,9.39442,9.4133,9.27167,9.29056,5539466.0,VALO
2018-01-25,9.36609,9.38497,9.08284,9.12061,4720900.0,VALO
2018-01-26,9.20558,9.3,8.96954,9.02619,4487029.0,VALO
2018-01-29,9.05452,9.05452,8.65797,8.86569,5754918.0,VALO
2018-01-30,8.92233,8.92233,8.5069,8.54467,5119998.0,VALO
2018-01-31,8.59188,8.87513,8.49746,8.83736,6038079.0,VALO
2018-02-01,8.96954,8.96954,8.60132,8.61076,3552103.0,VALO
2018-02-02,8.49746,8.49746,8.1198,8.167,5733958.0,VALO
2018-02-05,8.02538,8.06315,7.50609,7.51553,11540977.0,VALO
2018-02-06,7.40223,7.74213,7.12843,7.68548,9932252.0,VALO
2018-02-07,7.93096,8.15756,7.76101,7.87431,7054038.0,VALO
