ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;38.877382;19;2018-11-23;2018-12-03
APBR;22.840114;274.95;2018-11-23;2018-12-03
BMA;20.535363;169.9;2018-11-23;2018-12-03
BYMA;3.680125;367.2;2018-11-23;2018-12-03
CEPU;73.072673;35.7;2018-11-23;2018-12-03
COME;75.031039;3.43;2018-11-23;2018-12-03
CVH;4.185458;268.3;2018-11-23;2018-12-03
EDN;21.342814;48.7;2018-11-23;2018-12-03
BBAR;8.67125;151.95;2018-11-23;2018-12-03
GGAL;55.288411;103.25;2018-11-23;2018-12-03
METR;8.241133;29.7;2018-11-23;2018-12-03
PAMP;75.760438;54.75;2018-11-23;2018-12-03
SUPV;14.1391;66.1;2018-11-23;2018-12-03
TGNO4;4.241182;52;2018-11-23;2018-12-03
TGSU2;15.007062;116.8;2018-11-23;2018-12-03
TRAN;10.16171;45.5;2018-11-23;2018-12-03
TS;2.983412;459.65;2018-11-23;2018-12-03
TXAR;85.151377;15.15;2018-11-23;2018-12-03
VALO;41.43232;5.66;2018-11-23;2018-12-03
YPFD;7.240027;572.25;2018-11-23;2018-12-03
