ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;8.581799;662.5;2025-09-26;2025-09-26
BBAR;2.290638;4322.5;2025-09-26;2025-09-26
BMA;3.143078;6570;2025-09-26;2025-09-26
BYMA;58.928366;182.75;2025-09-26;2025-09-26
CEPU;8.489518;1272;2025-09-26;2025-09-26
COME;78.245843;31.17;2025-09-26;2025-09-26
CRES;3.08412;1343;2025-09-26;2025-09-26
EDN;1.886777;1211;2025-09-26;2025-09-26
GGAL;11.17663;4340;2025-09-26;2025-09-26
LOMA;3.121443;2243;2025-09-26;2025-09-26
METR;1.908655;1337;2025-09-26;2025-09-26
PAMP;11.085414;3637.5;2025-09-26;2025-09-26
SUPV;3.083772;1581;2025-09-26;2025-09-26
TECO2;1.729993;2159;2025-09-26;2025-09-26
TGNO4;0.982262;2408;2025-09-26;2025-09-26
TGSU2;2.064911;6435;2025-09-26;2025-09-26
TRAN;2.353463;1859;2025-09-26;2025-09-26
TXAR;18.897132;567;2025-09-26;2025-09-26
VALO;11.144304;309.5;2025-09-26;2025-09-26
YPFD;1.434289;38380;2025-09-26;2025-09-26
