ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.442671;42.3;2021-01-19;2021-03-25
BBAR;15.8894;132.6;2021-01-19;2021-03-25
BMA;32.330747;202.35;2021-01-19;2021-03-25
BYMA;5.878224;621.5;2021-01-19;2021-03-25
CEPU;68.464339;30.3;2021-01-19;2021-03-25
COME;241.7834;2.34;2021-01-19;2021-03-25
CRES;24.993874;69;2021-01-19;2021-03-25
EDN;28.935515;25.3;2021-01-19;2021-03-25
GGAL;88.801145;111.65;2021-01-19;2021-03-25
LOMA;22.619431;176.3;2021-01-19;2021-03-25
MIRG;1.341732;1577.5;2021-01-19;2021-03-25
PAMP;80.304172;84;2021-01-19;2021-03-25
SUPV;22.968784;51.45;2021-01-19;2021-03-25
TECO2;13.496041;163.2;2021-01-19;2021-03-25
TGNO4;6.811948;33.75;2021-01-19;2021-03-25
TGSU2;13.235292;130.65;2021-01-19;2021-03-25
TRAN;16.321167;22.5;2021-01-19;2021-03-25
TXAR;81.28825;47;2021-01-19;2021-03-25
VALO;65.009976;23.3;2021-01-19;2021-03-25
YPFD;14.878505;601.05;2021-01-19;2021-03-25
