ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;36.505831;20;2018-06-29;2018-08-17
APBR;30.233643;159.7;2018-06-29;2018-08-17
BMA;15.927464;140.15;2018-06-29;2018-08-17
BYMA;3.455635;365.25;2018-06-29;2018-08-17
CEPU;68.615182;29.45;2018-06-29;2018-08-17
COME;71.742177;4.02;2018-06-29;2018-08-17
CRES;14.256229;42.5;2018-06-29;2018-08-17
CVH;5.474266;296.7;2018-06-29;2018-08-17
EDN;19.455452;42.65;2018-06-29;2018-08-17
GGAL;49.168992;87.7;2018-06-29;2018-08-17
METR;7.738417;29.5;2018-06-29;2018-08-17
PAMP;67.091738;37.75;2018-06-29;2018-08-17
SUPV;13.276603;56.5;2018-06-29;2018-08-17
TGNO4;3.982466;50.2;2018-06-29;2018-08-17
TGSU2;17.377135;81.6;2018-06-29;2018-08-17
TRAN;9.541837;45.9;2018-06-29;2018-08-17
TS;2.768107;499.05;2018-06-29;2018-08-17
TXAR;79.957076;12.2;2018-06-29;2018-08-17
VALO;38.904916;5.07;2018-06-29;2018-08-17
YPFD;8.006531;448.2;2018-06-29;2018-08-17
