ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.23426;885;2024-01-09;2024-02-20
BBAR;1.664037;2151.05;2024-01-09;2024-02-20
BMA;3.100274;3665.6;2024-01-09;2024-02-20
BYMA;4.280859;1024.5;2024-01-09;2024-02-20
CEPU;9.591599;946.95;2024-01-09;2024-02-20
COME;25.327186;117;2024-01-09;2024-02-20
CRES;2.860165;949.15;2024-01-09;2024-02-20
EDN;3.343224;1049.4;2024-01-09;2024-02-20
GGAL;9.691288;2329.7;2024-01-09;2024-02-20
IRSA;2.460561;984.05;2024-01-09;2024-02-20
LOMA;2.267577;1436.35;2024-01-09;2024-02-20
PAMP;8.240163;1896.65;2024-01-09;2024-02-20
SUPV;2.487336;976.9;2024-01-09;2024-02-20
TECO2;2.519698;1719.1;2024-01-09;2024-02-20
TGNO4;0.713566;1875;2024-01-09;2024-02-20
TGSU2;2.822345;2971.85;2024-01-09;2024-02-20
TRAN;1.709676;1322.5;2024-01-09;2024-02-20
TXAR;13.727848;836;2024-01-09;2024-02-20
VALO;6.801089;255;2024-01-09;2024-02-20
YPFD;1.549205;18816.15;2024-01-09;2024-02-20
