ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.889209;708;2025-07-28;2025-07-28
BBAR;2.105775;6800;2025-07-28;2025-07-28
BMA;2.414492;9130;2025-07-28;2025-07-28
BYMA;54.115661;194.25;2025-07-28;2025-07-28
CEPU;11.91828;1585;2025-07-28;2025-07-28
COME;32.050551;126;2025-07-28;2025-07-28
CRES;3.780285;1505;2025-07-28;2025-07-28
EDN;1.734503;1855;2025-07-28;2025-07-28
GGAL;8.58124;6620;2025-07-28;2025-07-28
LOMA;2.869529;3110;2025-07-28;2025-07-28
METR;1.754617;2135;2025-07-28;2025-07-28
PAMP;10.866174;3875;2025-07-28;2025-07-28
SUPV;2.678098;2605;2025-07-28;2025-07-28
TECO2;2.472065;2470;2025-07-28;2025-07-28
TGNO4;0.902989;3450;2025-07-28;2025-07-28
TGSU2;2.770215;7220;2025-07-28;2025-07-28
TRAN;2.163529;2625;2025-07-28;2025-07-28
TXAR;17.372048;658;2025-07-28;2025-07-28
VALO;8.606508;353;2025-07-28;2025-07-28
YPFD;1.733122;43175;2025-07-28;2025-07-28
