ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.135088;19.35;2020-01-02;2020-03-12
BBAR;15.80724;79.95;2020-01-02;2020-03-12
BMA;19.38036;180;2020-01-02;2020-03-12
BYMA;5.770192;274;2020-01-02;2020-03-12
CEPU;92.966275;20.3;2020-01-02;2020-03-12
COME;194.274761;1.66;2020-01-02;2020-03-12
CRES;23.181593;34.6;2020-01-02;2020-03-12
EDN;29.384358;18.5;2020-01-02;2020-03-12
GGAL;88.363725;78.9;2020-01-02;2020-03-12
LOMA;7.844304;70;2020-01-02;2020-03-12
MIRG;1.825883;669;2020-01-02;2020-03-12
PAMP;99.451921;36.9;2020-01-02;2020-03-12
SUPV;22.749348;28.35;2020-01-02;2020-03-12
TECO2;6.427458;200.8;2020-01-02;2020-03-12
TGNO4;6.778393;26.55;2020-01-02;2020-03-12
TGSU2;29.267;86.3;2020-01-02;2020-03-12
TRAN;16.240772;20;2020-01-02;2020-03-12
TXAR;134.683862;16.35;2020-01-02;2020-03-12
VALO;64.765829;11.1;2020-01-02;2020-03-12
YPFD;13.303519;419.7;2020-01-02;2020-03-12
