ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;65.398011;152.5;2022-11-09;2022-11-25
BBAR;17.455924;343.1;2022-11-09;2022-11-25
BMA;35.397991;453.3;2022-11-09;2022-11-25
BYMA;33.451196;37.9;2022-11-09;2022-11-25
CEPU;72.249693;175;2022-11-09;2022-11-25
COME;265.684716;18.5;2022-11-09;2022-11-25
CRES;31.298031;190.65;2022-11-09;2022-11-25
GGAL;101.662573;253.2;2022-11-09;2022-11-25
IRSA;30.598098;128.2;2022-11-09;2022-11-25
LOMA;23.950475;420;2022-11-09;2022-11-25
MIRG;0.750584;3778.5;2022-11-09;2022-11-25
PAMP;74.267498;356.75;2022-11-09;2022-11-25
SUPV;25.108545;115.6;2022-11-09;2022-11-25
TECO2;17.4259;288.7;2022-11-09;2022-11-25
TGNO4;7.485375;222.75;2022-11-09;2022-11-25
TGSU2;19.855493;601.95;2022-11-09;2022-11-25
TRAN;17.934673;121;2022-11-09;2022-11-25
TXAR;104.446794;187.25;2022-11-09;2022-11-25
VALO;71.214397;58.2;2022-11-09;2022-11-25
YPFD;16.395165;2680.6;2022-11-09;2022-11-25
