ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.39464;92.5;2022-04-25;2022-04-28
BBAR;16.921188;206.85;2022-04-25;2022-04-28
BMA;34.422926;305.3;2022-04-25;2022-04-28
BYMA;2.759938;1229.5;2022-04-25;2022-04-28
CEPU;101.346882;79;2022-04-25;2022-04-28
COME;257.54586;9.06;2022-04-25;2022-04-28
CRES;30.83489;167.95;2022-04-25;2022-04-28
EDN;33.943726;61;2022-04-25;2022-04-28
GGAL;98.54829;190.4;2022-04-25;2022-04-28
LOMA;23.411348;239.45;2022-04-25;2022-04-28
MIRG;0.738344;3313;2022-04-25;2022-04-28
PAMP;62.422396;184.1;2022-04-25;2022-04-28
SUPV;24.466296;75;2022-04-25;2022-04-28
TECO2;19.5022;242.9;2022-04-25;2022-04-28
TGNO4;7.256072;101.75;2022-04-25;2022-04-28
TGSU2;17.957437;273.85;2022-04-25;2022-04-28
TRAN;17.385271;50.6;2022-04-25;2022-04-28
TXAR;85.622642;122.25;2022-04-25;2022-04-28
VALO;69.236175;36;2022-04-25;2022-04-28
YPFD;15.892922;908.85;2022-04-25;2022-04-28
