ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.442671;48.65;2021-01-19;2021-02-01
BBAR;15.8894;142.4;2021-01-19;2021-02-01
BMA;32.330747;207.6;2021-01-19;2021-02-01
BYMA;5.878224;601;2021-01-19;2021-02-01
CEPU;68.464339;35.4;2021-01-19;2021-02-01
COME;241.7834;2.45;2021-01-19;2021-02-01
CRES;24.993874;78.55;2021-01-19;2021-02-01
EDN;28.935515;26.4;2021-01-19;2021-02-01
GGAL;88.801145;119.15;2021-01-19;2021-02-01
LOMA;22.619431;159.4;2021-01-19;2021-02-01
MIRG;1.341732;1504.5;2021-01-19;2021-02-01
PAMP;80.304172;81.25;2021-01-19;2021-02-01
SUPV;22.968784;55;2021-01-19;2021-02-01
TECO2;13.496041;199.05;2021-01-19;2021-02-01
TGNO4;6.811948;41.6;2021-01-19;2021-02-01
TGSU2;13.235292;153.7;2021-01-19;2021-02-01
TRAN;16.321167;26.95;2021-01-19;2021-02-01
TXAR;81.28825;50.2;2021-01-19;2021-02-01
VALO;65.009976;27.1;2021-01-19;2021-02-01
YPFD;14.878505;626.15;2021-01-19;2021-02-01
