ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;8.614102;1010;2025-11-21;2025-11-21
BBAR;2.299259;7030;2025-11-21;2025-11-21
BMA;3.154909;11160;2025-11-21;2025-11-21
BYMA;59.150177;276.25;2025-11-21;2025-11-21
CEPU;8.521473;2105;2025-11-21;2025-11-21
COME;78.540366;65.5;2025-11-21;2025-11-21
CRES;3.095729;1674;2025-11-21;2025-11-21
EDN;1.89388;2255;2025-11-21;2025-11-21
GGAL;11.218702;6985;2025-11-21;2025-11-21
LOMA;3.133192;3347.5;2025-11-21;2025-11-21
METR;1.915838;2252;2025-11-21;2025-11-21
PAMP;11.127142;5155;2025-11-21;2025-11-21
SUPV;3.09538;2892.5;2025-11-21;2025-11-21
TECO2;1.736505;3427.5;2025-11-21;2025-11-21
TGNO4;0.98596;4307.5;2025-11-21;2025-11-21
TGSU2;2.072683;8940;2025-11-21;2025-11-21
TRAN;2.362322;3382.5;2025-11-21;2025-11-21
TXAR;18.968262;792;2025-11-21;2025-11-21
VALO;11.186252;459.75;2025-11-21;2025-11-21
YPFD;1.439687;53975;2025-11-21;2025-11-21
