ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.135088;29.45;2020-01-02;2020-01-09
BBAR;15.80724;150.6;2020-01-02;2020-01-09
BMA;19.38036;288.9;2020-01-02;2020-01-09
BYMA;5.770192;302.5;2020-01-02;2020-01-09
CEPU;92.966275;35.1;2020-01-02;2020-01-09
COME;194.274761;2.22;2020-01-02;2020-01-09
CRES;23.181593;49.55;2020-01-02;2020-01-09
EDN;29.384358;22.95;2020-01-02;2020-01-09
GGAL;88.363725;130.35;2020-01-02;2020-01-09
LOMA;7.844304;116.85;2020-01-02;2020-01-09
MIRG;1.825883;822;2020-01-02;2020-01-09
PAMP;99.451921;48.2;2020-01-02;2020-01-09
SUPV;22.749348;57.45;2020-01-02;2020-01-09
TECO2;6.427458;171.8;2020-01-02;2020-01-09
TGNO4;6.778393;41.6;2020-01-02;2020-01-09
TGSU2;29.267;109.6;2020-01-02;2020-01-09
TRAN;16.240772;26.5;2020-01-02;2020-01-09
TXAR;134.683862;24.1;2020-01-02;2020-01-09
VALO;64.765829;15.6;2020-01-02;2020-01-09
YPFD;13.303519;853.95;2020-01-02;2020-01-09
