ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;63.143733;97.9;2022-01-03;2022-02-10
BBAR;16.854216;227.85;2022-01-03;2022-02-10
BMA;34.286685;298;2022-01-03;2022-02-10
BYMA;2.749015;1181;2022-01-03;2022-02-10
CEPU;100.945764;72.7;2022-01-03;2022-02-10
COME;256.526528;6.36;2022-01-03;2022-02-10
CRES;30.71285;120.1;2022-01-03;2022-02-10
EDN;33.809381;63.5;2022-01-03;2022-02-10
GGAL;98.158249;200.15;2022-01-03;2022-02-10
LOMA;23.318689;269.85;2022-01-03;2022-02-10
MIRG;0.735422;3441;2022-01-03;2022-02-10
PAMP;62.175337;166.55;2022-01-03;2022-02-10
SUPV;24.369462;81;2022-01-03;2022-02-10
TECO2;19.425013;226.75;2022-01-03;2022-02-10
TGNO4;7.227353;95.8;2022-01-03;2022-02-10
TGSU2;17.886364;202.55;2022-01-03;2022-02-10
TRAN;17.316462;57.4;2022-01-03;2022-02-10
TXAR;85.283759;125.25;2022-01-03;2022-02-10
VALO;68.962148;30;2022-01-03;2022-02-10
YPFD;15.83002;880.5;2022-01-03;2022-02-10
