ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.883574;706;2025-06-27;2025-06-27
BBAR;2.104271;6730;2025-06-27;2025-06-27
BMA;2.412767;8560;2025-06-27;2025-06-27
BYMA;54.077002;198.25;2025-06-27;2025-06-27
CEPU;11.909766;1425;2025-06-27;2025-06-27
COME;32.027654;124.25;2025-06-27;2025-06-27
CRES;3.777585;1295;2025-06-27;2025-06-27
EDN;1.733264;1665;2025-06-27;2025-06-27
GGAL;8.57511;6210;2025-06-27;2025-06-27
LOMA;2.867479;2720;2025-06-27;2025-06-27
METR;1.753364;1965;2025-06-27;2025-06-27
PAMP;10.858411;3390;2025-06-27;2025-06-27
SUPV;2.676184;2640;2025-06-27;2025-06-27
TECO2;2.470299;2125;2025-06-27;2025-06-27
TGNO4;0.902344;2915;2025-06-27;2025-06-27
TGSU2;2.768236;6280;2025-06-27;2025-06-27
TRAN;2.161983;2105;2025-06-27;2025-06-27
TXAR;17.359638;630;2025-06-27;2025-06-27
VALO;8.60036;316;2025-06-27;2025-06-27
YPFD;1.731884;40100;2025-06-27;2025-06-27
